form_code,protocol_code,ordinal,source_page,source_locator,source_refs,original_text,text_digest,proposal_id,proposed_risk_band,proposed_risk_domain,safety_critical_proposal,source_mapping_state,source_authority_state,risk_classification_state,decision_state
"FSS-AGA-FORM-011","AGA 011.107","4","2","raw PDF page 2; AGA 011.107; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09","Does the engineering survey and/or assessment reports contain a description of the method of survey/assessment?","sha256:1391d99382ebc9bf97bedf526f4b8d52a13ca6672c29f540c22e547381629d91","all-forms-preview-011-0004","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.109","5","2","raw PDF page 2; AGA 011.109; Protocol question column","NAMCARs 139.09.2","Does the engineering survey and/or assessment reports contain details of the observations made, cross- referenced to the control survey/assessment?","sha256:53ab7783498cdadd0fcebd35516e13b6a0115829fc763b58ac186cec600450d5","all-forms-preview-011-0005","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.111","6","2","raw PDF page 2; AGA 011.111; Protocol question column","NAMCARs 139.09.2","Does the engineering survey reports contain survey plan and cross-referenced witness diagrams for the navigation aids?","sha256:8714d9893ab1b7386e455d08521b863becb02b024db01b35f8010f53dab55877","all-forms-preview-011-0006","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.113","7","2","raw PDF page 2; AGA 011.113; Protocol question column","NAMCARs 139.09.2","Does the engineering survey reports contain a schedule of points surveyed showing coordinates and date of survey, including diagrams as required?","sha256:90c7edc88238c2e9fc4c1544ea122751e615a15ad58570a402115607925d3d4d","all-forms-preview-011-0007","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.115","8","2","raw PDF page 2; AGA 011.115; Protocol question column","NAMCARs 139.09.2","Are the geographical coordinates expressed in the WGS-84 reference system?","sha256:f3bbbdc50dc723ea21af266ef8908c60585cf3ac413390b5d10335410271c58c","all-forms-preview-011-0008","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.117","9","2","raw PDF page 2; AGA 011.117; Protocol question column","NAMCARs 139.09.2","Does the engineering survey reports contain a quality control report indicating equipment calibration Yes No Check engineering survey reports Verify quality control report Cross-check demonstrable Satisfactory Not satisfactory Regulatory ref. Protocol question Reply Guidance for review of protocol question Status of implementation Evidence/No tes/Commen ts Yes/Sat: Yes/Not Sat: No/Not Sat: N/A: FSS–AGA–FORM 011 30 April 2024 3 of 30 information and the method of checking of the survey?","sha256:614cbc3c5ccef5750664daf0650e39e48b26b846ca92fc6fa655960bcb6215db","all-forms-preview-011-0009","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.119","10","3","raw PDF page 3; AGA 011.119; Protocol question column","NAMCARs 139.09.2","Does the engineering survey reports contain a procedure for data error reporting, feedback, and rectification mechanisms?","sha256:5196075fc93e26341a2f7ec69a0c3ea974a9700fd2083e3b5cefc5fae498963b","all-forms-preview-011-0010","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.121","11","3","raw PDF page 3; AGA 011.121; Protocol question column","NAMCARs 139.09.2","Does the applicant have a procedure for the aeronautical data exchange?","sha256:1e8876af32734bbbf277518b6cb8dbf90a7c27cc2c8efc2695661b60133e6221","all-forms-preview-011-0011","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.201","12","3","raw PDF page 3; AGA 011.201; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.01","Is the name and the city/town in which the aerodrome is serving provided?","sha256:61e9df79a0c88d20065f00a93d509fd8e19f018306d059aa0f4268c370edab1b","all-forms-preview-011-0012","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.203","13","3","raw PDF page 3; AGA 011.203; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.01.6","Is the ICAO location indicators/designator of the aerodrome provided?","sha256:5c58a13c6383db8df1bff00495b1e0e2d881c51c5268cd17890a35bec3275cd5","all-forms-preview-011-0013","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.205","14","3","raw PDF page 3; AGA 011.205; Protocol question column","NAMCARs 139.01.6 | NAMCARs 139.09.2","Are the information on the name Yes No Cross-check contact details with Satisfactory Not satisfactory Regulatory ref. Protocol question Reply Guidance for review of protocol question Status of implementation Evidence/No tes/Commen ts Yes/Sat: Yes/Not Sat: No/Not Sat: N/A: FSS–AGA–FORM 011 30 April 2024 4 of 30 NAMCATS-AH 139.09.2 of the aerodrome operator and contact details provided current?","sha256:51d5bb65e6238cc54f86281d35c11e71e5b305f4055515e4aafa1fab70a8f960","all-forms-preview-011-0014","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.207","15","4","raw PDF page 4; AGA 011.207; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the type of traffic permitted at the aerodrome provided?","sha256:985aa85194e3a62c6c1bce6f6615c99fc50b1e3de8b58c4e0df06834e9091151","all-forms-preview-011-0015","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.209","16","4","raw PDF page 4; AGA 011.209; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6 | NAMCARs 139.18","Does the aerodrome have heliport facilities?","sha256:d43c2769c2f739e699b91c164aebbc08b8c36da4e93094e515e0f836c448e3d3","all-forms-preview-011-0016","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.211","17","4","raw PDF page 4; AGA 011.211; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.18 | NAMCARs 139.09.6 | NAMCARs 139.09.14 | NAMCARs 139.03","Is the aerodrome controlled?","sha256:2d0a5a0d4f86a685f046030e67b88227a9845378979e5fd566b43843e2f90cd7","all-forms-preview-011-0017","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.213","18","4","raw PDF page 4; AGA 011.213; Protocol question column","NAMCARs 139.18 | NAMCARs 139.09.6 | NAMCARs 139.09.14 | NAMCARs 139.03 | NAMCARs 139.04","Is the aerodrome certified or licensed in accordance with NAMCARs 139.03 or 139.04?","sha256:feedbcc7cb78bdc36399493019a93fdcd1b9782d684e623c4040f434fc053908","all-forms-preview-011-0018","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.215","19","5","raw PDF page 5; AGA 011.215; Protocol question column","NAMCARs 139.03 | NAMCARs 139.04 | NAMCARs 139.09.2 | NAMCARs 139.09.4","Is the field elevation of the aerodrome provided, with the accuracy required and the associated height of the geoid undulation?","sha256:51ce1b087e8c51494bae3f3a6406667768796aa312b28dea480b510900e9a0b9","all-forms-preview-011-0019","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.217","20","5","raw PDF page 5; AGA 011.217; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.4 | NAMCARs 139.09.5","Is the aerodrome reference temperature properly established?","sha256:85e5e95340074783250844a4f499f967078fb66bc55d99d7607cd23b9436d7ce","all-forms-preview-011-0020","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.219","21","5","raw PDF page 5; AGA 011.219; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.5","Is the magnetic variation of the aerodrome properly established?","sha256:c0ffdc04231d900645976ba7e6049dedb89d45e05dc708f0ed01ccde55f66dd0","all-forms-preview-011-0021","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.221","22","6","raw PDF page 6; AGA 011.221; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.3","Are the geographical coordinates of the aerodrome reference point provided in the WGS-84 reference system with the accuracy required?","sha256:df80f6e716db9d0b18318c4658087accca7153d1fb0b3b991ac51a3ead6fd138","all-forms-preview-011-0022","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.223","23","6","raw PDF page 6; AGA 011.223; Protocol question column","NAMCARs 139.09.3 | NAMCARs 139.09.6","Is a landing direction indicator provided?","sha256:86685dcc2de88dac84b214e455ba1b8f9c637c89fc489c78d2327388f87f2630","all-forms-preview-011-0023","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.225","24","6","raw PDF page 6; AGA 011.225; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.09.14","Is a anemometer provided?","sha256:cea1540e792c78ecf12ac412aa3569c01db79e26e91c5308a3fbb5feaaa99d16","all-forms-preview-011-0024","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.227","25","7","raw PDF page 7; AGA 011.227; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.09.14","Is the information on the wind direction indicators provided with the accuracy required?","sha256:3cbf5f9ee17c4e6623a1278fbac92375d5b6e567ed7504cbfdd605671f1d2d10","all-forms-preview-011-0025","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.229","26","7","raw PDF page 7; AGA 011.229; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.09.14","Is an aerodrome beacon/ identification beacon provided?","sha256:d02e141839eec332c822552845ec130a95601963eeef40c41e1ada87f3ee2ff0","all-forms-preview-011-0026","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.230","27","7","raw PDF page 7; AGA 011.230; Protocol question column","NAMCARs 139.09.6","If the answer to AGA 011.229 is YES, is the information on the signalling lamp provided in conformance to the requirements?","sha256:e2141e4df7429f56c606f60e193de9c9c5cafbb4d72b6d5c3f84bb9b5490503d","all-forms-preview-011-0027","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.231","28","7","raw PDF page 7; AGA 011.231; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.09.14","Are the geographical coordinates of the runway visual range (RVR) observation sites provided in the WGS-84 reference system with the accuracy required?","sha256:5967d643c069d222ee17ca5e4b6761c458232910cad1bfe5a4d6773eb563ff4f","all-forms-preview-011-0028","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.233","29","8","raw PDF page 8; AGA 011.233; Protocol question column","NAMCARs 139.09.6","Is the frequency area provided at the aerodrome required for air traffic control or ground control?","sha256:ab698962fef003952ee7aea1fcd9156d29eef252b37ddba8cfb82a66992710fc","all-forms-preview-011-0029","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.235","30","8","raw PDF page 8; AGA 011.235; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.09.2","Has the aerodrome operator identified and established hot spot charts with the accuracy required?","sha256:7a33e9c73d7fd16c9b95914ce21d63238bb5fb00c7b8c442b538a53a3bfd76a2","all-forms-preview-011-0030","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.237","31","8","raw PDF page 8; AGA 011.237; Protocol question column","NAMCARs 139.09.6","Is the information on the location and designation of standard taxi routes provided with the accuracy required?","sha256:652c8d9cdc4fe166c16950d9f45d2077ef31b65286deadc1b6e4e18658488714","all-forms-preview-011-0031","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.239","32","9","raw PDF page 9; AGA 011.239; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.15.2","Is the information of the secondary power system provided and in conformance with NAMCARs 139.15.2?","sha256:62d9c4af7c0136005b7a40bc027ef5d5e8b72360313d09305419bb89f881f65f","all-forms-preview-011-0032","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.241","33","9","raw PDF page 9; AGA 011.241; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.15.2 | NAMCARs 139.09.11","Is the information on the aerodrome level of protection provided at an aerodrome for aircraft rescue and fire fighting purposes and in conformance with the longest aeroplane normally using the aerodrome?","sha256:bbcfff0056977303ee42cb89f63e60b42304b27a2fe4b2ef21290793d527d5df","all-forms-preview-011-0033","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.243","34","9","raw PDF page 9; AGA 011.243; Protocol question column","NAMCARs 139.09.11 | NAMCARs 139.09.12","Is the information on the aerodrome rescue equipment provided?","sha256:43d3f6ac4548534f56ce7550c67cb675c3e3425c903b7b1961833750cf47ce89","all-forms-preview-011-0034","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.245","35","9","raw PDF page 9; AGA 011.245; Protocol question column","NAMCARs 139.09.12 | NAMCARs 139.09.11","Is the information contact details of the persons responsible for arranging the removal of the disabled aircraft at the aerodrome provided?","sha256:6f16113508278b54a7c55ba0f4509593a9aa01966000618f1072002a9142bd60","all-forms-preview-011-0035","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.247","36","9","raw PDF page 9; AGA 011.247; Protocol question column","NAMCARs 139.09.12 | NAMCARs 139.09.11","Is the information of the aerodrome’s capability (equipment and personnel) for the removal of disabled aircraft provided?","sha256:b39697debf179944857f7625da329e13b5e28971fd9389625672a276f71c1a1a","all-forms-preview-011-0036","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.249","37","10","raw PDF page 10; AGA 011.249; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information on the designation number for each runway provided, correct?","sha256:158b61b8803a58ee62a89607b41b5c456f5300b80bfa84f361de2908f822b478","all-forms-preview-011-0037","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.251","38","10","raw PDF page 10; AGA 011.251; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information on the length and width for each runway provided with the accuracy required?","sha256:afa8476b4a65b9e04cc227fef880ef1cced83a07e8ed6a28ad79a0d35ad10c9a","all-forms-preview-011-0038","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.253","39","10","raw PDF page 10; AGA 011.253; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information on the location of the displaced threshold for each runway provided with the accuracy required?","sha256:d5390c44d4108e0bda1d11afef690abc15b50ae5c7c7b340f3f003d5a61bf24e","all-forms-preview-011-0039","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.255","40","10","raw PDF page 10; AGA 011.255; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information on the centreline points at each end of the runway Yes No Check survey report for method used declaration of accuracy Satisfactory Not satisfactory Regulatory ref. Protocol question Reply Guidance for review of protocol question Status of implementation Evidence/No tes/Commen ts Yes/Sat: Yes/Not Sat: No/Not Sat: N/A: FSS–AGA–FORM 011 30 April 2024 11 of 30 NAMCARs 139.09.6 NAMCATS-AH 139.09.6 provided with the accuracy required?","sha256:908bd8e65b7f883c8821e20eac16830f32f8af1e299e94aad29b3d5ca7da6764","all-forms-preview-011-0040","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.257","41","11","raw PDF page 11; AGA 011.257; Protocol question column","NAMCARs 139.09.6 | NAMCARs 139.09.2 | NAMCARs 139.09.4","Is the information on the elevation and geoid undulation of each runway end provided with the accuracy required?","sha256:110c5b0e2362f22f0da647d3f9c01ef0f5b0d6a525f32f89ba31aa44814a0c18","all-forms-preview-011-0041","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.259","42","11","raw PDF page 11; AGA 011.259; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.4","Are the geographical coordinates of significant high and low points of each non- precision approach runway provided with the accuracy required?","sha256:259708c00c89dc5e46a17c08c4ae950b6684c0bfe4821a5340ac94399eb69f49","all-forms-preview-011-0042","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.261","43","11","raw PDF page 11; AGA 011.261; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.4 | NAMCARs 139.09.6","Are the geographical coordinates of the runway exit line provided with the accuracy required?","sha256:42706bc11135d1ce71349243a7d0f6d8e109a345c5275d5f93c4c2ee62921f34","all-forms-preview-011-0043","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.263","44","11","raw PDF page 11; AGA 011.263; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6 | NAMCARs 139.09.7","Is the information of the surface type and pavement bearing strength for each runway provided with the accuracy required?","sha256:afe51d584fca5b768440eada0a864ab01bbffd1fe6ebd17c6e35dd0ee898fc7d","all-forms-preview-011-0044","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.265","45","12","raw PDF page 12; AGA 011.265; Protocol question column","NAMCARs 139.09.7 | NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information on the length, width, and surface type of the runway strip for each runway provided with the accuracy required?","sha256:a76caca52eb8ae49a2d797ef9f00b9bb70ee92c53a98c23588b91e4cb54a2dad","all-forms-preview-011-0045","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.267","46","12","raw PDF page 12; AGA 011.267; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information on the geometry, surface type and width of the shoulder for each runway provided with the accuracy required?","sha256:ce5332c44020d1dad05903a285ee652a0b489b02d8c7e22aff0ed4dad366a2e2","all-forms-preview-011-0046","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.269","47","12","raw PDF page 12; AGA 011.269; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the geographical coordinates of the blastpad provided with the accuracy required?","sha256:9247504224000c3f3c728622eb363bb09a49dabaf8617c1fdbd570734ad2ac25","all-forms-preview-011-0047","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-011","AGA 011.271","48","12","raw PDF page 12; AGA 011.271; Protocol question column","NAMCARs 139.09.2 | NAMCARs 139.09.6","Is the information for the obstacle free zone for a precision approach runway category I Yes No N/A Check survey report for method used, declaration of accuracy, description of the obstacle free zone Satisfactory Not satisfactory Regulatory ref. Protocol question Reply Guidance for review of protocol question Status of implementation Evidence/No tes/Commen ts Yes/Sat: Yes/Not Sat: No/Not Sat: N/A: FSS–AGA–FORM 011 30 April 2024 13 of 30 NAMCATS-AH 139.09.6 provided with the accuracy required?","sha256:82ffb518a25825e90bdeef8d7afac4ad9c3aea3eb181c39f788ad3660436a359","all-forms-preview-011-0048","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
